event_id,match_id,event_type,team,player,minute,second,shot_xg
358,69,Shot,Leicester City,Player_52,67,14,
359,61,Tackle,Crystal Palace,Player_133,33,43,0.7533854240156094
360,48,Interception,Tottenham,Player_139,3,11,
361,19,Dribble,Liverpool,Player_25,69,7,0.62028700948851
362,4,Interception,Chelsea,Player_35,83,15,
363,35,Dribble,Manchester United,Player_163,42,40,
364,64,Interception,Tottenham,Player_22,62,33,
365,49,Tackle,Arsenal,Player_165,58,45,
366,17,Shot,Arsenal,Player_183,57,23,
367,44,Tackle,Tottenham,Player_96,1,55,
368,92,Foul,Liverpool,Player_117,73,28,0.7820981470876015
369,30,Pass,Brighton,Player_192,60,15,
370,93,Shot,Liverpool,Player_20,69,4,
371,46,Tackle,Crystal Palace,Player_106,59,4,
372,6,Foul,Liverpool,Player_4,46,51,
373,99,Pass,Crystal Palace,Player_18,34,29,
374,37,Foul,Brighton,Player_51,25,52,
375,24,Dribble,Chelsea,Player_196,42,49,
376,93,Dribble,Crystal Palace,Player_20,29,49,
377,46,Interception,West Ham,Player_122,25,4,
378,53,Shot,Arsenal,Player_137,54,42,
379,95,Dribble,Manchester United,Player_80,73,12,
380,99,Foul,Arsenal,Player_154,67,34,
381,60,Shot,Crystal Palace,Player_102,15,48,
382,97,Dribble,West Ham,Player_25,4,24,
383,63,Interception,Manchester City,Player_196,38,49,0.05010542650497185
384,85,Tackle,Chelsea,Player_169,20,13,
385,32,Interception,Chelsea,Player_59,23,43,
386,87,Pass,Manchester City,Player_45,37,45,0.7184742147759252
387,33,Dribble,Manchester United,Player_41,62,25,0.37192945553285406
388,67,Pass,Brighton,Player_38,8,17,
389,18,Pass,Leicester City,Player_117,37,19,
390,25,Foul,West Ham,Player_19,45,33,
391,95,Shot,Crystal Palace,Player_14,33,6,
392,54,Foul,Leicester City,Player_127,7,46,
393,58,Dribble,Manchester United,Player_149,22,59,
394,67,Pass,Brighton,Player_143,5,9,
395,46,Tackle,Chelsea,Player_3,15,14,0.8917354610577937
396,24,Pass,Crystal Palace,Player_37,21,16,0.2046689475939475
397,32,Tackle,Crystal Palace,Player_117,89,10,
398,47,Foul,Brighton,Player_174,17,33,0.30102608704169886
399,86,Foul,Arsenal,Player_16,56,26,
400,23,Shot,West Ham,Player_142,50,20,
401,66,Pass,Brighton,Player_9,7,30,
402,27,Interception,Liverpool,Player_7,50,49,
403,2,Foul,Liverpool,Player_142,60,56,
404,90,Foul,Brighton,Player_134,83,3,
405,17,Shot,Chelsea,Player_15,7,40,
406,33,Tackle,Brighton,Player_180,40,58,
407,9,Shot,Tottenham,Player_72,45,59,
408,43,Pass,Manchester United,Player_162,59,48,
409,48,Dribble,Liverpool,Player_104,88,16,
410,39,Dribble,Leicester City,Player_129,75,48,
411,93,Tackle,Brighton,Player_96,55,47,
412,42,Foul,Liverpool,Player_122,64,19,
413,26,Tackle,Manchester United,Player_115,65,24,
414,99,Foul,Manchester United,Player_197,54,39,
415,50,Foul,Leicester City,Player_148,40,22,
416,25,Dribble,Crystal Palace,Player_80,53,14,
417,24,Tackle,Tottenham,Player_7,44,32,
418,13,Shot,Brighton,Player_135,63,18,
419,60,Foul,Manchester City,Player_50,2,56,
420,7,Interception,Brighton,Player_130,79,14,
421,57,Interception,Crystal Palace,Player_47,21,40,
422,36,Shot,West Ham,Player_14,88,4,
423,45,Interception,Arsenal,Player_31,50,15,0.39756600878917703
424,20,Pass,Chelsea,Player_50,81,59,0.07403128740591358
425,65,Foul,Crystal Palace,Player_189,52,44,
426,8,Shot,Manchester United,Player_41,9,47,
427,16,Tackle,Manchester City,Player_14,20,31,
428,14,Foul,Chelsea,Player_133,83,21,
429,76,Shot,Liverpool,Player_5,18,42,0.37924111976206787
430,87,Dribble,Brighton,Player_192,84,31,
431,15,Tackle,Chelsea,Player_157,30,12,
432,92,Dribble,Liverpool,Player_5,65,37,
433,98,Foul,Arsenal,Player_113,24,25,
434,66,Tackle,Liverpool,Player_118,88,51,
435,32,Interception,Manchester City,Player_96,47,16,0.40760820321789093
436,87,Shot,Manchester United,Player_36,83,4,
437,63,Foul,Crystal Palace,Player_79,90,48,
438,86,Pass,Leicester City,Player_19,44,32,
439,51,Tackle,Crystal Palace,Player_192,29,26,
440,25,Tackle,Crystal Palace,Player_22,77,4,0.22384238856339833
441,58,Foul,Liverpool,Player_162,68,36,
442,63,Foul,Brighton,Player_56,17,6,0.18449041185365034
443,62,Dribble,Chelsea,Player_17,5,47,
444,22,Interception,Leicester City,Player_184,88,17,
445,58,Dribble,Leicester City,Player_17,81,30,
446,58,Dribble,Chelsea,Player_146,50,5,
447,86,Interception,Chelsea,Player_173,40,1,
448,49,Pass,Manchester United,Player_78,46,12,
449,52,Dribble,Manchester City,Player_56,51,41,
450,42,Dribble,Arsenal,Player_80,11,52,
451,70,Tackle,Manchester City,Player_50,12,51,
452,15,Interception,Chelsea,Player_58,13,10,0.1413127444941602
453,54,Shot,Brighton,Player_18,64,25,
454,60,Pass,Tottenham,Player_135,8,20,0.043557580354751435
455,97,Pass,Tottenham,Player_76,65,1,
456,8,Interception,Arsenal,Player_10,9,39,
457,53,Foul,Chelsea,Player_69,2,55,
458,60,Foul,Tottenham,Player_85,78,53,
459,5,Tackle,Arsenal,Player_131,13,50,
460,68,Tackle,Leicester City,Player_83,2,19,
461,6,Interception,Arsenal,Player_109,68,16,
462,96,Tackle,Leicester City,Player_44,76,15,
463,94,Pass,Manchester United,Player_198,48,56,
464,47,Pass,Tottenham,Player_142,74,41,
465,99,Shot,Arsenal,Player_132,3,4,
466,55,Foul,Arsenal,Player_18,68,13,
467,40,Interception,Arsenal,Player_93,6,23,
468,52,Dribble,Brighton,Player_180,87,50,
469,16,Foul,Arsenal,Player_38,5,3,
470,13,Dribble,Brighton,Player_148,3,51,
471,30,Shot,Crystal Palace,Player_172,10,47,0.6728938039892888
472,19,Shot,Manchester United,Player_51,43,23,
473,17,Tackle,Crystal Palace,Player_19,19,46,
474,63,Shot,West Ham,Player_120,14,59,
475,19,Shot,Crystal Palace,Player_68,21,8,
476,92,Dribble,Chelsea,Player_66,43,2,
477,58,Tackle,Leicester City,Player_141,28,54,
478,55,Shot,Chelsea,Player_190,21,8,
479,90,Foul,Manchester City,Player_189,36,17,
480,90,Shot,Crystal Palace,Player_158,24,35,
481,62,Tackle,Tottenham,Player_98,54,18,
482,23,Interception,Liverpool,Player_158,38,23,
483,9,Tackle,Crystal Palace,Player_179,17,3,
484,12,Dribble,Manchester United,Player_88,22,8,
485,1,Interception,Crystal Palace,Player_176,83,32,
486,58,Foul,Brighton,Player_33,45,0,
487,1,Pass,Manchester City,Player_105,74,51,
488,34,Tackle,Arsenal,Player_74,61,50,0.42949167869784377
489,96,Dribble,Manchester City,Player_82,11,34,
490,48,Foul,Manchester City,Player_19,61,9,
491,89,Interception,Leicester City,Player_71,38,11,
492,1,Foul,Liverpool,Player_57,66,17,
493,16,Tackle,Manchester City,Player_147,33,13,0.3261323270161658
494,61,Shot,Leicester City,Player_79,43,9,0.44398862696877506
495,64,Tackle,Arsenal,Player_169,31,9,
496,63,Pass,Chelsea,Player_42,35,17,
497,69,Tackle,Arsenal,Player_180,37,23,
498,22,Interception,Tottenham,Player_116,47,0,
499,93,Interception,Manchester City,Player_4,23,29,
500,67,Tackle,Manchester City,Player_4,36,14,
501,76,Interception,Chelsea,Player_5,40,7,
502,26,Shot,Manchester United,Player_41,90,57,
503,16,Foul,Manchester City,Player_108,89,34,
504,51,Tackle,Liverpool,Player_87,81,17,
505,86,Shot,West Ham,Player_104,15,40,
506,57,Foul,Manchester City,Player_117,37,15,
507,29,Foul,West Ham,Player_101,4,20,
508,78,Shot,Arsenal,Player_189,22,14,
509,92,Dribble,Crystal Palace,Player_75,81,4,0.5067628572841099
510,69,Tackle,Manchester United,Player_183,22,44,
511,47,Foul,Leicester City,Player_75,81,53,
512,94,Foul,Brighton,Player_13,78,51,
513,62,Interception,Manchester United,Player_142,78,6,
514,69,Foul,Brighton,Player_188,17,47,
515,76,Shot,Arsenal,Player_25,72,6,
516,16,Foul,Manchester United,Player_115,90,26,
517,90,Dribble,Leicester City,Player_172,86,24,
518,90,Tackle,Brighton,Player_82,80,21,
519,48,Tackle,Chelsea,Player_10,80,47,
520,85,Foul,Liverpool,Player_199,38,12,
521,39,Pass,Manchester United,Player_50,24,16,
522,100,Pass,Arsenal,Player_172,6,40,
523,33,Shot,Manchester City,Player_142,68,43,
524,94,Pass,Leicester City,Player_15,82,12,0.669290238153186
525,23,Shot,Brighton,Player_16,6,25,
526,10,Interception,Brighton,Player_2,26,8,
527,69,Shot,Liverpool,Player_158,41,4,0.43111288781834967
528,100,Pass,Brighton,Player_30,75,38,
529,34,Foul,West Ham,Player_82,38,32,
530,52,Interception,Tottenham,Player_31,80,3,
531,95,Pass,West Ham,Player_77,83,27,
532,10,Shot,Brighton,Player_148,43,25,
533,19,Dribble,Leicester City,Player_177,53,3,
534,58,Tackle,Manchester United,Player_114,15,15,
535,96,Pass,Arsenal,Player_35,90,36,
536,1,Shot,Manchester City,Player_23,56,21,
537,69,Interception,Manchester United,Player_106,56,35,0.9001379512930036
538,4,Pass,Chelsea,Player_97,31,37,0.07983893135040021
539,16,Pass,Manchester United,Player_115,83,57,
540,24,Tackle,Manchester United,Player_100,57,54,
541,80,Shot,Arsenal,Player_189,51,34,
542,2,Dribble,Liverpool,Player_55,24,24,0.298715187124615
543,92,Interception,Brighton,Player_195,58,7,
544,32,Shot,Liverpool,Player_8,73,16,
